Sequence+H1A1:H1,Source,Feature,Start,End,Score,Strand,Frame,Attributes,,,,,,,,
Contig_20_130.007,Local,region,1,12410,.,+,.,ID=Contig_20_130.007:1..12410;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_M547,,,,,,,,
Contig_20_130.007,.,gene,1,1821,.,+,.,ID=gene-pgaptmp_000125;Name=topJ;gbkey=Gene;gene=topJ;gene_biotype=protein_coding;locus_tag=pgaptmp_000125;partial=true;start_range=.,1,,,,,,,
Contig_20_130.007,Protein Homology,CDS,1,1821,.,+,0,ID=cds-pgaptmp_000125;Parent=gene-pgaptmp_000125;Name=extdb:pgaptmp_000125;gbkey=CDS;gene=topJ;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874476.1;locus_tag=pgaptmp_000125;partial=true;product=terminal organelle assembly protein TopJ;protein_id=extdb:pgaptmp_000125;start_range=.,1;transl_table=4,,,,,,,
Contig_20_130.007,.,gene,1844,2497,.,+,.,ID=gene-pgaptmp_000126;Name=pgaptmp_000126;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000126,,,,,,,,
Contig_20_130.007,Protein Homology,CDS,1844,2497,.,+,0,ID=cds-pgaptmp_000126;Parent=gene-pgaptmp_000126;Name=extdb:pgaptmp_000126;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874477.1;locus_tag=pgaptmp_000126;product=nucleotide exchange factor GrpE;protein_id=extdb:pgaptmp_000126;transl_table=4,,,,,,,,
Contig_20_130.007,.,gene,2497,2862,.,+,.,ID=gene-pgaptmp_000127;Name=pgaptmp_000127;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000127,,,,,,,,
Contig_20_130.007,Protein Homology,CDS,2497,2862,.,+,0,ID=cds-pgaptmp_000127;Parent=gene-pgaptmp_000127;Name=extdb:pgaptmp_000127;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874478.1;locus_tag=pgaptmp_000127;product=hypothetical protein;protein_id=extdb:pgaptmp_000127;transl_table=4,,,,,,,,
Contig_20_130.007,.,gene,2880,2953,.,-,.,ID=gene-pgaptmp_000128;Name=pgaptmp_000128;gbkey=Gene;gene_biotype=tRNA;locus_tag=pgaptmp_000128,,,,,,,,
Contig_20_130.007,tRNAscan-SE,tRNA,2880,2953,.,-,.,ID=rna-pgaptmp_000128;Parent=gene-pgaptmp_000128;anticodon=(pos:complement(2919..2921));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000128;product=tRNA-Thr,,,,,,,,
Contig_20_130.007,tRNAscan-SE,exon,2880,2953,.,-,.,ID=exon-pgaptmp_000128-1;Parent=rna-pgaptmp_000128;anticodon=(pos:complement(2919..2921));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000128;product=tRNA-Thr,,,,,,,,
Contig_20_130.007,.,gene,2988,4895,.,+,.,ID=gene-pgaptmp_000129;Name=parE;gbkey=Gene;gene=parE;gene_biotype=protein_coding;locus_tag=pgaptmp_000129,,,,,,,,
Contig_20_130.007,Protein Homology,CDS,2988,4895,.,+,0,ID=cds-pgaptmp_000129;Parent=gene-pgaptmp_000129;Name=extdb:pgaptmp_000129;Ontology_term=GO:0006260,GO:0006265,GO:0003918,GO:0009340;gbkey=CDS;gene=parE;go_component=DNA topoisomerase IV complex|0009340||IEA;go_function=DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA;go_process=DNA replication|0006260||IEA,DNA topological change|0006265||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010869371.1;locus_tag=pgaptmp_000129;product=DNA topoisomerase IV subunit B;protein_id=extdb:pgaptmp_000129;transl_table=4,,,,
Contig_20_130.007,.,gene,4895,7264,.,+,.,ID=gene-pgaptmp_000130;Name=parC;gbkey=Gene;gene=parC;gene_biotype=protein_coding;locus_tag=pgaptmp_000130,,,,,,,,
Contig_20_130.007,Protein Homology,CDS,4895,7264,.,+,0,ID=cds-pgaptmp_000130;Parent=gene-pgaptmp_000130;Name=extdb:pgaptmp_000130;Ontology_term=GO:0006260,GO:0006265,GO:0003918,GO:0009340;gbkey=CDS;gene=parC;go_component=DNA topoisomerase IV complex|0009340||IEA;go_function=DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA;go_process=DNA replication|0006260||IEA,DNA topological change|0006265||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325358.1;locus_tag=pgaptmp_000130;product=DNA topoisomerase IV subunit A;protein_id=extdb:pgaptmp_000130;transl_table=4,,,,
Contig_20_130.007,.,gene,7251,8306,.,-,.,ID=gene-pgaptmp_000131;Name=hrcA;gbkey=Gene;gene=hrcA;gene_biotype=protein_coding;locus_tag=pgaptmp_000131,,,,,,,,
Contig_20_130.007,Protein Homology,CDS,7251,8306,.,-,0,ID=cds-pgaptmp_000131;Parent=gene-pgaptmp_000131;Name=extdb:pgaptmp_000131;Ontology_term=GO:0009408,GO:0005737;gbkey=CDS;gene=hrcA;go_component=cytoplasm|0005737||IEA;go_process=response to heat|0009408||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874481.1;locus_tag=pgaptmp_000131;product=heat-inducible transcriptional repressor HrcA;protein_id=extdb:pgaptmp_000131;transl_table=4,,,,,,,
Contig_20_130.007,.,gene,8338,10140,.,+,.,ID=gene-pgaptmp_000132;Name=uvrC;gbkey=Gene;gene=uvrC;gene_biotype=protein_coding;locus_tag=pgaptmp_000132,,,,,,,,
Contig_20_130.007,Protein Homology,CDS,8338,10140,.,+,0,ID=cds-pgaptmp_000132;Parent=gene-pgaptmp_000132;Name=extdb:pgaptmp_000132;Ontology_term=GO:0006289,GO:0009381,GO:0009380;gbkey=CDS;gene=uvrC;go_component=excinuclease repair complex|0009380||IEA;go_function=excinuclease ABC activity|0009381||IEA;go_process=nucleotide-excision repair|0006289||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325359.1;locus_tag=pgaptmp_000132;product=excinuclease ABC subunit UvrC;protein_id=extdb:pgaptmp_000132;transl_table=4,,,,,,
Contig_20_130.007,.,gene,10133,10612,.,+,.,ID=gene-pgaptmp_000133;Name=pgaptmp_000133;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000133,,,,,,,,
Contig_20_130.007,Protein Homology,CDS,10133,10612,.,+,0,ID=cds-pgaptmp_000133;Parent=gene-pgaptmp_000133;Name=extdb:pgaptmp_000133;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874483.1;locus_tag=pgaptmp_000133;product=metallophosphoesterase;protein_id=extdb:pgaptmp_000133;transl_table=4,,,,,,,,
Contig_20_130.007,.,gene,11003,11818,.,+,.,ID=gene-pgaptmp_000134;Name=pgaptmp_000134;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000134,,,,,,,,
Contig_20_130.007,Protein Homology,CDS,11003,11818,.,+,0,ID=cds-pgaptmp_000134;Parent=gene-pgaptmp_000134;Name=extdb:pgaptmp_000134;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325360.1;locus_tag=pgaptmp_000134;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000134;transl_table=4,,,,,,,,
Contig_20_130.007,.,gene,12075,12356,.,+,.,ID=gene-pgaptmp_000135;Name=pgaptmp_000135;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000135,,,,,,,,
Contig_20_130.007,Protein Homology,CDS,12075,12356,.,+,0,ID=cds-pgaptmp_000135;Parent=gene-pgaptmp_000135;Name=extdb:pgaptmp_000135;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015344878.1;locus_tag=pgaptmp_000135;product=hypothetical protein;protein_id=extdb:pgaptmp_000135;transl_table=4,,,,,,,,
Contig_21_127.563,Local,region,1,21649,.,+,.,ID=Contig_21_127.563:1..21649;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_M547,,,,,,,,
Contig_21_127.563,.,gene,1,450,.,-,.,ID=gene-pgaptmp_000136;Name=pgaptmp_000136;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000136;partial=true;start_range=.,1,,,,,,,
Contig_21_127.563,Protein Homology,CDS,1,450,.,-,0,ID=cds-pgaptmp_000136;Parent=gene-pgaptmp_000136;Name=extdb:pgaptmp_000136;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325576.1;locus_tag=pgaptmp_000136;partial=true;product=DNA-directed RNA polymerase subunit beta';protein_id=extdb:pgaptmp_000136;start_range=.,1;transl_table=4,,,,,,,
Contig_21_127.563,.,gene,454,4629,.,-,.,ID=gene-pgaptmp_000137;Name=pgaptmp_000137;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000137,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,454,4629,.,-,0,ID=cds-pgaptmp_000137;Parent=gene-pgaptmp_000137;Name=extdb:pgaptmp_000137;Ontology_term=GO:0006351,GO:0003677,GO:0003899,GO:0032549;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-directed 5'-3' RNA polymerase activity|0003899||IEA,ribonucleoside binding|0032549||IEA;go_process=transcription%2C DNA-templated|0006351||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009885798.1;locus_tag=pgaptmp_000137;product=DNA-directed RNA polymerase subunit beta;protein_id=extdb:pgaptmp_000137;transl_table=4,,,
Contig_21_127.563,.,gene,4722,5222,.,-,.,ID=gene-pgaptmp_000138;Name=pgaptmp_000138;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000138,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,4722,5222,.,-,0,ID=cds-pgaptmp_000138;Parent=gene-pgaptmp_000138;Name=extdb:pgaptmp_000138;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874873.1;locus_tag=pgaptmp_000138;product=NAD(P)H-dependent oxidoreductase;protein_id=extdb:pgaptmp_000138;transl_table=4,,,,,,,,
Contig_21_127.563,.,gene,5457,5852,.,-,.,ID=gene-pgaptmp_000139;Name=pgaptmp_000139;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000139,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,5457,5852,.,-,0,ID=cds-pgaptmp_000139;Parent=gene-pgaptmp_000139;Name=extdb:pgaptmp_000139;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532693.1;locus_tag=pgaptmp_000139;product=hypothetical protein;protein_id=extdb:pgaptmp_000139;transl_table=4,,,,,,,,
Contig_21_127.563,.,gene,6320,7366,.,-,.,ID=gene-pgaptmp_000140;Name=pgaptmp_000140;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000140,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,6320,7366,.,-,0,ID=cds-pgaptmp_000140;Parent=gene-pgaptmp_000140;Name=extdb:pgaptmp_000140;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325578.1;locus_tag=pgaptmp_000140;product=hypothetical protein;protein_id=extdb:pgaptmp_000140;transl_table=4,,,,,,,,
Contig_21_127.563,.,gene,7369,8187,.,-,.,ID=gene-pgaptmp_000141;Name=pgaptmp_000141;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000141,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,7369,8187,.,-,0,ID=cds-pgaptmp_000141;Parent=gene-pgaptmp_000141;Name=extdb:pgaptmp_000141;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874875.1;locus_tag=pgaptmp_000141;product=alpha/beta hydrolase;protein_id=extdb:pgaptmp_000141;transl_table=4,,,,,,,,
Contig_21_127.563,.,gene,8190,10889,.,-,.,ID=gene-pgaptmp_000142;Name=ileS;gbkey=Gene;gene=ileS;gene_biotype=protein_coding;locus_tag=pgaptmp_000142,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,8190,10889,.,-,0,ID=cds-pgaptmp_000142;Parent=gene-pgaptmp_000142;Name=extdb:pgaptmp_000142;Ontology_term=GO:0006428,GO:0004822,GO:0005737;gbkey=CDS;gene=ileS;go_component=cytoplasm|0005737||IEA;go_function=isoleucine-tRNA ligase activity|0004822||IEA;go_process=isoleucyl-tRNA aminoacylation|0006428||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325579.1;locus_tag=pgaptmp_000142;product=isoleucine--tRNA ligase;protein_id=extdb:pgaptmp_000142;transl_table=4,,,,,,
Contig_21_127.563,.,gene,10932,11432,.,+,.,ID=gene-pgaptmp_000143;Name=trmL;gbkey=Gene;gene=trmL;gene_biotype=protein_coding;locus_tag=pgaptmp_000143,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,10932,11432,.,+,0,ID=cds-pgaptmp_000143;Parent=gene-pgaptmp_000143;Name=extdb:pgaptmp_000143;Ontology_term=GO:0006400,GO:0008175;gbkey=CDS;gene=trmL;go_function=tRNA methyltransferase activity|0008175||IEA;go_process=tRNA modification|0006400||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874877.1;locus_tag=pgaptmp_000143;product=tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL;protein_id=extdb:pgaptmp_000143;transl_table=4,,,,,,,
Contig_21_127.563,.,gene,11423,12055,.,+,.,ID=gene-pgaptmp_000144;Name=trmB;gbkey=Gene;gene=trmB;gene_biotype=protein_coding;locus_tag=pgaptmp_000144,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,11423,12055,.,+,0,ID=cds-pgaptmp_000144;Parent=gene-pgaptmp_000144;Name=extdb:pgaptmp_000144;Ontology_term=GO:0006400,GO:0008176;gbkey=CDS;gene=trmB;go_function=tRNA (guanine-N7-)-methyltransferase activity|0008176||IEA;go_process=tRNA modification|0006400||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874878.1;locus_tag=pgaptmp_000144;product=tRNA (guanosine(46)-N7)-methyltransferase TrmB;protein_id=extdb:pgaptmp_000144;transl_table=4,,,,,,,
Contig_21_127.563,.,gene,12085,12160,.,+,.,ID=gene-pgaptmp_000145;Name=pgaptmp_000145;gbkey=Gene;gene_biotype=tRNA;locus_tag=pgaptmp_000145,,,,,,,,
Contig_21_127.563,tRNAscan-SE,tRNA,12085,12160,.,+,.,ID=rna-pgaptmp_000145;Parent=gene-pgaptmp_000145;anticodon=(pos:12118..12120);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000145;product=tRNA-His,,,,,,,,
Contig_21_127.563,tRNAscan-SE,exon,12085,12160,.,+,.,ID=exon-pgaptmp_000145-1;Parent=rna-pgaptmp_000145;anticodon=(pos:12118..12120);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000145;product=tRNA-His,,,,,,,,
Contig_21_127.563,.,gene,12210,13127,.,-,.,ID=gene-pgaptmp_000146;Name=pgaptmp_000146;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000146,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,12210,13127,.,-,0,ID=cds-pgaptmp_000146;Parent=gene-pgaptmp_000146;Name=extdb:pgaptmp_000146;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874879.1;locus_tag=pgaptmp_000146;product=hypothetical protein;protein_id=extdb:pgaptmp_000146;transl_table=4,,,,,,,,
Contig_21_127.563,.,gene,13142,13227,.,-,.,ID=gene-pgaptmp_000147;Name=pgaptmp_000147;gbkey=Gene;gene_biotype=tRNA;locus_tag=pgaptmp_000147,,,,,,,,
Contig_21_127.563,tRNAscan-SE,tRNA,13142,13227,.,-,.,ID=rna-pgaptmp_000147;Parent=gene-pgaptmp_000147;anticodon=(pos:complement(13192..13194));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000147;product=tRNA-Leu,,,,,,,,
Contig_21_127.563,tRNAscan-SE,exon,13142,13227,.,-,.,ID=exon-pgaptmp_000147-1;Parent=rna-pgaptmp_000147;anticodon=(pos:complement(13192..13194));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000147;product=tRNA-Leu,,,,,,,,
Contig_21_127.563,.,gene,13717,14202,.,-,.,ID=gene-pgaptmp_000148;Name=pgaptmp_000148;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000148,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,13717,14202,.,-,0,ID=cds-pgaptmp_000148;Parent=gene-pgaptmp_000148;Name=extdb:pgaptmp_000148;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874880.1;locus_tag=pgaptmp_000148;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000148;transl_table=4,,,,,,,,
Contig_21_127.563,.,gene,14852,16036,.,+,.,ID=gene-pgaptmp_000149;Name=pgaptmp_000149;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000149,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,14852,16036,.,+,0,ID=cds-pgaptmp_000149;Parent=gene-pgaptmp_000149;Name=extdb:pgaptmp_000149;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325583.1;locus_tag=pgaptmp_000149;product=replication initiation and membrane attachment family protein;protein_id=extdb:pgaptmp_000149;transl_table=4,,,,,,,,
Contig_21_127.563,.,gene,16017,17003,.,+,.,ID=gene-pgaptmp_000150;Name=pgaptmp_000150;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000150,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,16017,17003,.,+,0,ID=cds-pgaptmp_000150;Parent=gene-pgaptmp_000150;Name=extdb:pgaptmp_000150;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874882.1;locus_tag=pgaptmp_000150;product=hypothetical protein;protein_id=extdb:pgaptmp_000150;transl_table=4,,,,,,,,
Contig_21_127.563,.,gene,17063,17144,.,+,.,ID=gene-pgaptmp_000151;Name=pgaptmp_000151;gbkey=Gene;gene_biotype=tRNA;locus_tag=pgaptmp_000151,,,,,,,,
Contig_21_127.563,tRNAscan-SE,tRNA,17063,17144,.,+,.,ID=rna-pgaptmp_000151;Parent=gene-pgaptmp_000151;anticodon=(pos:17096..17098);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000151;product=tRNA-Leu,,,,,,,,
Contig_21_127.563,tRNAscan-SE,exon,17063,17144,.,+,.,ID=exon-pgaptmp_000151-1;Parent=rna-pgaptmp_000151;anticodon=(pos:17096..17098);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000151;product=tRNA-Leu,,,,,,,,
Contig_21_127.563,.,gene,17258,17935,.,-,.,ID=gene-pgaptmp_000152;Name=pgaptmp_000152;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000152,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,17258,17935,.,-,0,ID=cds-pgaptmp_000152;Parent=gene-pgaptmp_000152;Name=extdb:pgaptmp_000152;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325584.1;locus_tag=pgaptmp_000152;product=hypothetical protein;protein_id=extdb:pgaptmp_000152;transl_table=4,,,,,,,,
Contig_21_127.563,.,gene,17990,18544,.,+,.,ID=gene-pgaptmp_000153;Name=pgaptmp_000153;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000153,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,17990,18544,.,+,0,ID=cds-pgaptmp_000153;Parent=gene-pgaptmp_000153;Name=extdb:pgaptmp_000153;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325585.1;locus_tag=pgaptmp_000153;product=inorganic diphosphatase;protein_id=extdb:pgaptmp_000153;transl_table=4,,,,,,,,
Contig_21_127.563,.,gene,18553,19071,.,+,.,ID=gene-pgaptmp_000154;Name=recU;gbkey=Gene;gene=recU;gene_biotype=protein_coding;locus_tag=pgaptmp_000154,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,18553,19071,.,+,0,ID=cds-pgaptmp_000154;Parent=gene-pgaptmp_000154;Name=extdb:pgaptmp_000154;Ontology_term=GO:0006281,GO:0006310;gbkey=CDS;gene=recU;go_process=DNA repair|0006281||IEA,DNA recombination|0006310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874885.1;locus_tag=pgaptmp_000154;product=Holliday junction resolvase RecU;protein_id=extdb:pgaptmp_000154;transl_table=4,,,,,,
Contig_21_127.563,.,gene,19068,19397,.,-,.,ID=gene-pgaptmp_000155;Name=pgaptmp_000155;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000155,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,19068,19397,.,-,0,ID=cds-pgaptmp_000155;Parent=gene-pgaptmp_000155;Name=extdb:pgaptmp_000155;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874886.1;locus_tag=pgaptmp_000155;product=HU family DNA-binding protein;protein_id=extdb:pgaptmp_000155;transl_table=4,,,,,,,,
Contig_21_127.563,.,gene,19546,19956,.,+,.,ID=gene-pgaptmp_000156;Name=pgaptmp_000156;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000156,,,,,,,,
Contig_21_127.563,Protein Homology,CDS,19546,19956,.,+,0,ID=cds-pgaptmp_000156;Parent=gene-pgaptmp_000156;Name=extdb:pgaptmp_000156;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874887.1;locus_tag=pgaptmp_000156;product=DUF1951 domain-containing protein;protein_id=extdb:pgaptmp_000156;transl_table=4,,,,,,,,
Contig_21_127.563,.,gene,19953,21649,.,-,.,ID=gene-pgaptmp_000157;Name=clpB;end_range=21649,.;gbkey=Gene;gene=clpB;gene_biotype=protein_coding;locus_tag=pgaptmp_000157;partial=true,,,,,,,
Contig_21_127.563,Protein Homology,CDS,19953,21649,.,-,2,ID=cds-pgaptmp_000157;Parent=gene-pgaptmp_000157;Name=extdb:pgaptmp_000157;end_range=21649,.;gbkey=CDS;gene=clpB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874888.1;locus_tag=pgaptmp_000157;partial=true;product=chaperone protein ClpB;protein_id=extdb:pgaptmp_000157;transl_table=4,,,,,,,
Contig_22_195.765,Local,region,1,1959,.,+,.,ID=Contig_22_195.765:1..1959;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_M547,,,,,,,,
Contig_22_195.765,.,gene,1,350,.,-,.,ID=gene-pgaptmp_000158;Name=pgaptmp_000158;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000158;partial=true;start_range=.,1,,,,,,,
Contig_22_195.765,Protein Homology,CDS,1,350,.,-,0,ID=cds-pgaptmp_000158;Parent=gene-pgaptmp_000158;Name=extdb:pgaptmp_000158;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574973.1;locus_tag=pgaptmp_000158;partial=true;product=hypothetical protein;protein_id=extdb:pgaptmp_000158;start_range=.,1;transl_table=4,,,,,,,
Contig_22_195.765,.,gene,845,1603,.,+,.,ID=gene-pgaptmp_000159;Name=pgaptmp_000159;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000159,,,,,,,,
Contig_22_195.765,Protein Homology,CDS,845,1603,.,+,0,ID=cds-pgaptmp_000159;Parent=gene-pgaptmp_000159;Name=extdb:pgaptmp_000159;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574972.1;locus_tag=pgaptmp_000159;product=MPN647 family lipoprotein;protein_id=extdb:pgaptmp_000159;transl_table=4,,,,,,,,
Contig_22_195.765,.,gene,1745,1959,.,-,.,ID=gene-pgaptmp_000160;Name=pgaptmp_000160;end_range=1959,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000160;partial=true,,,,,,,
Contig_22_195.765,Protein Homology,CDS,1745,1959,.,-,2,ID=cds-pgaptmp_000160;Parent=gene-pgaptmp_000160;Name=extdb:pgaptmp_000160;end_range=1959,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874766.1;locus_tag=pgaptmp_000160;partial=true;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000160;transl_table=4,,,,,,,
Contig_23_283.067,Local,region,1,2079,.,+,.,ID=Contig_23_283.067:1..2079;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_M547,,,,,,,,
Contig_23_283.067,.,gene,1,371,.,-,.,ID=gene-pgaptmp_000161;Name=pgaptmp_000161;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000161;partial=true;start_range=.,1,,,,,,,
Contig_23_283.067,Protein Homology,CDS,1,371,.,-,0,ID=cds-pgaptmp_000161;Parent=gene-pgaptmp_000161;Name=extdb:pgaptmp_000161;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874858.1;locus_tag=pgaptmp_000161;partial=true;product=adhesin P1;protein_id=extdb:pgaptmp_000161;start_range=.,1;transl_table=4,,,,,,,
Contig_23_283.067,.,gene,832,1278,.,-,.,ID=gene-pgaptmp_000162;Name=pgaptmp_000162;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000162,,,,,,,,
Contig_23_283.067,Protein Homology,CDS,832,1278,.,-,0,ID=cds-pgaptmp_000162;Parent=gene-pgaptmp_000162;Name=extdb:pgaptmp_000162;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874457.1;locus_tag=pgaptmp_000162;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000162;transl_table=4,,,,,,,,
Contig_23_283.067,.,pseudogene,1648,2079,.,-,.,ID=gene-pgaptmp_000163;Name=pgaptmp_000163;gbkey=Gene;gene_biotype=pseudogene;locus_tag=pgaptmp_000163;pseudo=true,,,,,,,,
Contig_23_283.067,Protein Homology,CDS,1648,2079,.,-,1,ID=cds-pgaptmp_000163;Parent=gene-pgaptmp_000163;Note=frameshifted%3B incomplete%3B partial in the middle of a contig%3B missing N-terminus and C-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874489.1;locus_tag=pgaptmp_000163;product=adhesin;pseudo=true;transl_table=4,,,,,,,,
Contig_24_108.324,Local,region,1,18755,.,+,.,ID=Contig_24_108.324:1..18755;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_M547,,,,,,,,
Contig_24_108.324,.,gene,128,1717,.,-,.,ID=gene-pgaptmp_000164;Name=pgaptmp_000164;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000164,,,,,,,,
Contig_24_108.324,Protein Homology,CDS,128,1717,.,-,0,ID=cds-pgaptmp_000164;Parent=gene-pgaptmp_000164;Name=extdb:pgaptmp_000164;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325472.1;locus_tag=pgaptmp_000164;product=ATP-dependent helicase;protein_id=extdb:pgaptmp_000164;transl_table=4,,,,,,,,
