Sequence+H1A1:H1,Source,Feature,Start,End,Score,Strand,Frame,Attributes,,,,,,,,
Contig_3_140.724,.,gene,175871,177589,.,+,.,ID=gene-pgaptmp_000627;Name=ptsP;gbkey=Gene;gene=ptsP;gene_biotype=protein_coding;locus_tag=pgaptmp_000627,,,,,,,,
Contig_3_140.724,Protein Homology,CDS,175871,177589,.,+,0,ID=cds-pgaptmp_000627;Parent=gene-pgaptmp_000627;Name=extdb:pgaptmp_000627;Ontology_term=GO:0006808,GO:0009401,GO:0008965;gbkey=CDS;gene=ptsP;go_function=phosphoenolpyruvate-protein phosphotransferase activity|0008965||IEA;go_process=regulation of nitrogen utilization|0006808||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325643.1;locus_tag=pgaptmp_000627;product=phosphoenolpyruvate--protein phosphotransferase;protein_id=extdb:pgaptmp_000627;transl_table=4,,,,,
Contig_3_140.724,.,gene,177586,178104,.,-,.,ID=gene-pgaptmp_000628;Name=pgaptmp_000628;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000628,,,,,,,,
Contig_3_140.724,Protein Homology,CDS,177586,178104,.,-,0,ID=cds-pgaptmp_000628;Parent=gene-pgaptmp_000628;Name=extdb:pgaptmp_000628;Ontology_term=GO:0006352,GO:0006355,GO:0003677,GO:0003700,GO:0016987;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA;go_process=DNA-templated transcription%2C initiation|0006352||IEA,regulation of transcription%2C DNA-templated|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009885604.1;locus_tag=pgaptmp_000628;product=sigma-70 family RNA polymerase sigma factor;protein_id=extdb:pgaptmp_000628;transl_table=4,
Contig_3_140.724,.,gene,178239,178664,.,-,.,ID=gene-pgaptmp_000629;Name=pgaptmp_000629;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000629,,,,,,,,
Contig_3_140.724,Protein Homology,CDS,178239,178664,.,-,0,ID=cds-pgaptmp_000629;Parent=gene-pgaptmp_000629;Name=extdb:pgaptmp_000629;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874982.1;locus_tag=pgaptmp_000629;product=OsmC family protein;protein_id=extdb:pgaptmp_000629;transl_table=4,,,,,,,,
Contig_3_140.724,.,gene,178708,178905,.,-,.,ID=gene-pgaptmp_000630;Name=rpmB;gbkey=Gene;gene=rpmB;gene_biotype=protein_coding;locus_tag=pgaptmp_000630,,,,,,,,
Contig_3_140.724,Protein Homology,CDS,178708,178905,.,-,0,ID=cds-pgaptmp_000630;Parent=gene-pgaptmp_000630;Name=extdb:pgaptmp_000630;Ontology_term=GO:0006412,GO:0003735,GO:0000311,GO:0022625;gbkey=CDS;gene=rpmB;go_component=plastid large ribosomal subunit|0000311||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874981.1;locus_tag=pgaptmp_000630;product=50S ribosomal protein L28;protein_id=extdb:pgaptmp_000630;transl_table=4,,,,
Contig_3_140.724,.,gene,178927,180279,.,-,.,ID=gene-pgaptmp_000631;Name=pgaptmp_000631;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000631,,,,,,,,
Contig_3_140.724,Protein Homology,CDS,178927,180279,.,-,0,ID=cds-pgaptmp_000631;Parent=gene-pgaptmp_000631;Name=extdb:pgaptmp_000631;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874980.1;locus_tag=pgaptmp_000631;product=DEAD/DEAH box helicase;protein_id=extdb:pgaptmp_000631;transl_table=4,,,,,,,,
Contig_3_140.724,.,gene,180437,180697,.,+,.,ID=gene-pgaptmp_000632;Name=rpsO;gbkey=Gene;gene=rpsO;gene_biotype=protein_coding;locus_tag=pgaptmp_000632,,,,,,,,
Contig_3_140.724,Protein Homology,CDS,180437,180697,.,+,0,ID=cds-pgaptmp_000632;Parent=gene-pgaptmp_000632;Name=extdb:pgaptmp_000632;Ontology_term=GO:0006412,GO:0003735,GO:0000314,GO:0022627;gbkey=CDS;gene=rpsO;go_component=organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874979.1;locus_tag=pgaptmp_000632;product=30S ribosomal protein S15;protein_id=extdb:pgaptmp_000632;transl_table=4,,,,
Contig_3_140.724,.,gene,180702,182387,.,+,.,ID=gene-pgaptmp_000633;Name=pgaptmp_000633;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000633,,,,,,,,
Contig_3_140.724,Protein Homology,CDS,180702,182387,.,+,0,ID=cds-pgaptmp_000633;Parent=gene-pgaptmp_000633;Name=extdb:pgaptmp_000633;Ontology_term=GO:0006401;gbkey=CDS;go_process=RNA catabolic process|0006401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014894071.1;locus_tag=pgaptmp_000633;product=RNase J family beta-CASP ribonuclease;protein_id=extdb:pgaptmp_000633;transl_table=4,,,,,,,,
Contig_3_140.724,.,gene,182433,184952,.,+,.,ID=gene-pgaptmp_000634;Name=pgaptmp_000634;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000634,,,,,,,,
Contig_3_140.724,Protein Homology,CDS,182433,184952,.,+,0,ID=cds-pgaptmp_000634;Parent=gene-pgaptmp_000634;Name=extdb:pgaptmp_000634;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325640.1;locus_tag=pgaptmp_000634;product=hypothetical protein;protein_id=extdb:pgaptmp_000634;transl_table=4,,,,,,,,
Contig_3_140.724,.,gene,184930,187776,.,+,.,ID=gene-pgaptmp_000635;Name=uvrA;gbkey=Gene;gene=uvrA;gene_biotype=protein_coding;locus_tag=pgaptmp_000635,,,,,,,,
Contig_3_140.724,Protein Homology,CDS,184930,187776,.,+,0,ID=cds-pgaptmp_000635;Parent=gene-pgaptmp_000635;Name=extdb:pgaptmp_000635;Ontology_term=GO:0006289,GO:0009381,GO:0009380;gbkey=CDS;gene=uvrA;go_component=excinuclease repair complex|0009380||IEA;go_function=excinuclease ABC activity|0009381||IEA;go_process=nucleotide-excision repair|0006289||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874976.1;locus_tag=pgaptmp_000635;product=excinuclease ABC subunit UvrA;protein_id=extdb:pgaptmp_000635;transl_table=4,,,,,,
Contig_3_140.724,.,gene,187785,189830,.,+,.,ID=gene-pgaptmp_000636;Name=dnaX;gbkey=Gene;gene=dnaX;gene_biotype=protein_coding;locus_tag=pgaptmp_000636,,,,,,,,
Contig_3_140.724,Protein Homology,CDS,187785,189830,.,+,0,ID=cds-pgaptmp_000636;Parent=gene-pgaptmp_000636;Name=extdb:pgaptmp_000636;Ontology_term=GO:0006260,GO:0003887,GO:0009360;gbkey=CDS;gene=dnaX;go_component=DNA polymerase III complex|0009360||IEA;go_function=DNA-directed DNA polymerase activity|0003887||IEA;go_process=DNA replication|0006260||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019830490.1;locus_tag=pgaptmp_000636;product=DNA polymerase III subunit gamma/tau;protein_id=extdb:pgaptmp_000636;transl_table=4,,,,,,
Contig_3_140.724,.,gene,189861,190301,.,+,.,ID=gene-pgaptmp_000637;Name=rplM;gbkey=Gene;gene=rplM;gene_biotype=protein_coding;locus_tag=pgaptmp_000637,,,,,,,,
Contig_3_140.724,Protein Homology,CDS,189861,190301,.,+,0,ID=cds-pgaptmp_000637;Parent=gene-pgaptmp_000637;Name=extdb:pgaptmp_000637;Ontology_term=GO:0006412,GO:0003735,GO:0000315,GO:0022625;gbkey=CDS;gene=rplM;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010869476.1;locus_tag=pgaptmp_000637;product=50S ribosomal protein L13;protein_id=extdb:pgaptmp_000637;transl_table=4,,,,
Contig_3_140.724,.,gene,190307,190705,.,+,.,ID=gene-pgaptmp_000638;Name=rpsI;gbkey=Gene;gene=rpsI;gene_biotype=protein_coding;locus_tag=pgaptmp_000638,,,,,,,,
Contig_3_140.724,Protein Homology,CDS,190307,190705,.,+,0,ID=cds-pgaptmp_000638;Parent=gene-pgaptmp_000638;Name=extdb:pgaptmp_000638;Ontology_term=GO:0006412,GO:0003735,GO:0005840;gbkey=CDS;gene=rpsI;go_component=ribosome|0005840||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001790547.1;locus_tag=pgaptmp_000638;product=30S ribosomal protein S9;protein_id=extdb:pgaptmp_000638;transl_table=4,,,,,,
Contig_3_140.724,.,gene,190778,191368,.,+,.,ID=gene-pgaptmp_000639;Name=pgaptmp_000639;end_range=191368,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000639;partial=true,,,,,,,
Contig_3_140.724,Protein Homology,CDS,190778,191368,.,+,0,ID=cds-pgaptmp_000639;Parent=gene-pgaptmp_000639;Name=extdb:pgaptmp_000639;Ontology_term=GO:0006304;end_range=191368,.;gbkey=CDS;go_process=DNA modification|0006304||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874646.1;locus_tag=pgaptmp_000639;partial=true;product=restriction endonuclease subunit S;protein_id=extdb:pgaptmp_000639;transl_table=4,,,,,,,
Contig_4_317.416,Local,region,1,517,.,+,.,ID=Contig_4_317.416:1..517;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_5767,,,,,,,,
Contig_4_317.416,.,gene,1,517,.,+,.,ID=gene-pgaptmp_000640;Name=pgaptmp_000640;end_range=517,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000640;partial=true;start_range=.,1,,,,,,
Contig_4_317.416,Protein Homology,CDS,1,517,.,+,0,ID=cds-pgaptmp_000640;Parent=gene-pgaptmp_000640;Name=extdb:pgaptmp_000640;end_range=517,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874498.1;locus_tag=pgaptmp_000640;partial=true;product=adhesin P1;protein_id=extdb:pgaptmp_000640;start_range=.,1;transl_table=4,,,,,,
Contig_5_269.571,Local,region,1,1489,.,+,.,ID=Contig_5_269.571:1..1489;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_5767,,,,,,,,
Contig_5_269.571,.,gene,1,193,.,+,.,ID=gene-pgaptmp_000641;Name=pgaptmp_000641;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000641;partial=true;start_range=.,1,,,,,,,
Contig_5_269.571,Protein Homology,CDS,1,193,.,+,1,ID=cds-pgaptmp_000641;Parent=gene-pgaptmp_000641;Name=extdb:pgaptmp_000641;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874880.1;locus_tag=pgaptmp_000641;partial=true;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000641;start_range=.,1;transl_table=4,,,,,,,
Contig_5_269.571,.,gene,638,1489,.,+,.,ID=gene-pgaptmp_000642;Name=pgaptmp_000642;end_range=1489,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000642;partial=true,,,,,,,
Contig_5_269.571,Protein Homology,CDS,638,1489,.,+,0,ID=cds-pgaptmp_000642;Parent=gene-pgaptmp_000642;Name=extdb:pgaptmp_000642;end_range=1489,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874858.1;locus_tag=pgaptmp_000642;partial=true;product=adhesin P1;protein_id=extdb:pgaptmp_000642;transl_table=4,,,,,,,
Contig_6_112.282,Local,region,1,45288,.,+,.,ID=Contig_6_112.282:1..45288;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_5767,,,,,,,,
Contig_6_112.282,.,gene,1,734,.,+,.,ID=gene-pgaptmp_000643;Name=pgaptmp_000643;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000643;partial=true;start_range=.,1,,,,,,,
Contig_6_112.282,Protein Homology,CDS,1,734,.,+,2,ID=cds-pgaptmp_000643;Parent=gene-pgaptmp_000643;Name=extdb:pgaptmp_000643;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874665.1;locus_tag=pgaptmp_000643;partial=true;product=cytadherence-associated protein P65;protein_id=extdb:pgaptmp_000643;start_range=.,1;transl_table=4,,,,,,,
Contig_6_112.282,.,gene,754,6210,.,+,.,ID=gene-pgaptmp_000644;Name=hmw2;gbkey=Gene;gene=hmw2;gene_biotype=protein_coding;locus_tag=pgaptmp_000644,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,754,6210,.,+,0,ID=cds-pgaptmp_000644;Parent=gene-pgaptmp_000644;Name=extdb:pgaptmp_000644;gbkey=CDS;gene=hmw2;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874666.1;locus_tag=pgaptmp_000644;product=terminal organelle tip protein HMW2;protein_id=extdb:pgaptmp_000644;transl_table=4,,,,,,,,
Contig_6_112.282,.,gene,6225,7298,.,+,.,ID=gene-pgaptmp_000645;Name=pgaptmp_000645;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000645,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,6225,7298,.,+,0,ID=cds-pgaptmp_000645;Parent=gene-pgaptmp_000645;Name=extdb:pgaptmp_000645;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325454.1;locus_tag=pgaptmp_000645;product=hypothetical protein;protein_id=extdb:pgaptmp_000645;transl_table=4,,,,,,,,
Contig_6_112.282,.,gene,7288,7944,.,+,.,ID=gene-pgaptmp_000646;Name=pgaptmp_000646;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000646,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,7288,7944,.,+,0,ID=cds-pgaptmp_000646;Parent=gene-pgaptmp_000646;Name=extdb:pgaptmp_000646;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874668.1;locus_tag=pgaptmp_000646;product=hypothetical protein;protein_id=extdb:pgaptmp_000646;transl_table=4,,,,,,,,
Contig_6_112.282,.,gene,8027,8299,.,-,.,ID=gene-pgaptmp_000647;Name=pgaptmp_000647;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000647,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,8027,8299,.,-,0,ID=cds-pgaptmp_000647;Parent=gene-pgaptmp_000647;Name=extdb:pgaptmp_000647;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874669.1;locus_tag=pgaptmp_000647;product=hypothetical protein;protein_id=extdb:pgaptmp_000647;transl_table=4,,,,,,,,
Contig_6_112.282,.,gene,8369,8445,.,+,.,ID=gene-pgaptmp_000648;Name=pgaptmp_000648;gbkey=Gene;gene_biotype=tRNA;locus_tag=pgaptmp_000648,,,,,,,,
Contig_6_112.282,tRNAscan-SE,tRNA,8369,8445,.,+,.,ID=rna-pgaptmp_000648;Parent=gene-pgaptmp_000648;anticodon=(pos:8403..8405);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000648;product=tRNA-Arg,,,,,,,,
Contig_6_112.282,tRNAscan-SE,exon,8369,8445,.,+,.,ID=exon-pgaptmp_000648-1;Parent=rna-pgaptmp_000648;anticodon=(pos:8403..8405);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000648;product=tRNA-Arg,,,,,,,,
Contig_6_112.282,.,gene,8700,9125,.,+,.,ID=gene-pgaptmp_000649;Name=mraZ;gbkey=Gene;gene=mraZ;gene_biotype=protein_coding;locus_tag=pgaptmp_000649,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,8700,9125,.,+,0,ID=cds-pgaptmp_000649;Parent=gene-pgaptmp_000649;Name=extdb:pgaptmp_000649;Ontology_term=GO:0051302,GO:0043565;gbkey=CDS;gene=mraZ;go_function=sequence-specific DNA binding|0043565||IEA;go_process=regulation of cell division|0051302||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874670.1;locus_tag=pgaptmp_000649;product=division/cell wall cluster transcriptional repressor MraZ;protein_id=extdb:pgaptmp_000649;transl_table=4,,,,,,,
Contig_6_112.282,.,gene,9115,10041,.,+,.,ID=gene-pgaptmp_000650;Name=rsmH;gbkey=Gene;gene=rsmH;gene_biotype=protein_coding;locus_tag=pgaptmp_000650,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,9115,10041,.,+,0,ID=cds-pgaptmp_000650;Parent=gene-pgaptmp_000650;Name=extdb:pgaptmp_000650;Ontology_term=GO:0016434;gbkey=CDS;gene=rsmH;go_function=rRNA (cytosine) methyltransferase activity|0016434||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874671.1;locus_tag=pgaptmp_000650;product=16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH;protein_id=extdb:pgaptmp_000650;transl_table=4,,,,,,,,
Contig_6_112.282,.,gene,10044,11303,.,+,.,ID=gene-pgaptmp_000651;Name=pgaptmp_000651;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000651,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,10044,11303,.,+,0,ID=cds-pgaptmp_000651;Parent=gene-pgaptmp_000651;Name=extdb:pgaptmp_000651;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325457.1;locus_tag=pgaptmp_000651;product=hypothetical protein;protein_id=extdb:pgaptmp_000651;transl_table=4,,,,,,,,
Contig_6_112.282,.,gene,11309,12451,.,+,.,ID=gene-pgaptmp_000652;Name=ftsZ;gbkey=Gene;gene=ftsZ;gene_biotype=protein_coding;locus_tag=pgaptmp_000652,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,11309,12451,.,+,0,ID=cds-pgaptmp_000652;Parent=gene-pgaptmp_000652;Name=extdb:pgaptmp_000652;Ontology_term=GO:0000910,GO:0003924;gbkey=CDS;gene=ftsZ;go_function=GTPase activity|0003924||IEA;go_process=cytokinesis|0000910||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874673.1;locus_tag=pgaptmp_000652;product=cell division protein FtsZ;protein_id=extdb:pgaptmp_000652;transl_table=4,,,,,,,
Contig_6_112.282,.,gene,12494,13969,.,+,.,ID=gene-pgaptmp_000653;Name=pgaptmp_000653;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000653,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,12494,13969,.,+,0,ID=cds-pgaptmp_000653;Parent=gene-pgaptmp_000653;Name=extdb:pgaptmp_000653;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325458.1;locus_tag=pgaptmp_000653;product=APC family permease;protein_id=extdb:pgaptmp_000653;transl_table=4,,,,,,,,
Contig_6_112.282,.,gene,13944,15455,.,+,.,ID=gene-pgaptmp_000654;Name=pgaptmp_000654;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000654,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,13944,15455,.,+,0,ID=cds-pgaptmp_000654;Parent=gene-pgaptmp_000654;Name=extdb:pgaptmp_000654;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325459.1;locus_tag=pgaptmp_000654;product=APC family permease;protein_id=extdb:pgaptmp_000654;transl_table=4,,,,,,,,
Contig_6_112.282,.,gene,15950,16813,.,+,.,ID=gene-pgaptmp_000655;Name=pgaptmp_000655;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000655,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,15950,16813,.,+,0,ID=cds-pgaptmp_000655;Parent=gene-pgaptmp_000655;Name=extdb:pgaptmp_000655;Ontology_term=GO:0006231,GO:0004799;gbkey=CDS;go_function=thymidylate synthase activity|0004799||IEA;go_process=dTMP biosynthetic process|0006231||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010869385.1;locus_tag=pgaptmp_000655;product=thymidylate synthase;protein_id=extdb:pgaptmp_000655;transl_table=4,,,,,,,
Contig_6_112.282,.,gene,16815,17297,.,+,.,ID=gene-pgaptmp_000656;Name=pgaptmp_000656;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000656,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,16815,17297,.,+,0,ID=cds-pgaptmp_000656;Parent=gene-pgaptmp_000656;Name=extdb:pgaptmp_000656;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874677.1;locus_tag=pgaptmp_000656;product=dihydrofolate reductase;protein_id=extdb:pgaptmp_000656;transl_table=4,,,,,,,,
Contig_6_112.282,.,gene,17304,18323,.,+,.,ID=gene-pgaptmp_000657;Name=nrdF;gbkey=Gene;gene=nrdF;gene_biotype=protein_coding;locus_tag=pgaptmp_000657,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,17304,18323,.,+,0,ID=cds-pgaptmp_000657;Parent=gene-pgaptmp_000657;Name=extdb:pgaptmp_000657;Ontology_term=GO:0009265,GO:0004748,GO:0030145,GO:0005971;gbkey=CDS;gene=nrdF;go_component=ribonucleoside-diphosphate reductase complex|0005971||IEA;go_function=ribonucleoside-diphosphate reductase activity%2C thioredoxin disulfide as acceptor|0004748||IEA,manganese ion binding|0030145||IEA;go_process=2'-deoxyribonucleotide biosynthetic process|0009265||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874678.1;locus_tag=pgaptmp_000657;product=class 1b ribonucleoside-diphosphate reductase subunit beta;protein_id=extdb:pgaptmp_000657;transl_table=4,,,,
Contig_6_112.282,.,gene,18326,18787,.,+,.,ID=gene-pgaptmp_000658;Name=nrdI;gbkey=Gene;gene=nrdI;gene_biotype=protein_coding;locus_tag=pgaptmp_000658,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,18326,18787,.,+,0,ID=cds-pgaptmp_000658;Parent=gene-pgaptmp_000658;Name=extdb:pgaptmp_000658;Ontology_term=GO:0009263;gbkey=CDS;gene=nrdI;go_process=deoxyribonucleotide biosynthetic process|0009263||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874679.1;locus_tag=pgaptmp_000658;product=class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI;protein_id=extdb:pgaptmp_000658;transl_table=4,,,,,,,,
Contig_6_112.282,.,gene,18811,20976,.,+,.,ID=gene-pgaptmp_000659;Name=nrdE;gbkey=Gene;gene=nrdE;gene_biotype=protein_coding;locus_tag=pgaptmp_000659,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,18811,20976,.,+,0,ID=cds-pgaptmp_000659;Parent=gene-pgaptmp_000659;Name=extdb:pgaptmp_000659;Ontology_term=GO:0006260,GO:0004748,GO:0005524;gbkey=CDS;gene=nrdE;go_function=ribonucleoside-diphosphate reductase activity%2C thioredoxin disulfide as acceptor|0004748||IEA,ATP binding|0005524||IEA;go_process=DNA replication|0006260||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009885768.1;locus_tag=pgaptmp_000659;product=class 1b ribonucleoside-diphosphate reductase subunit alpha;protein_id=extdb:pgaptmp_000659;transl_table=4,,,,,
Contig_6_112.282,.,gene,21123,21425,.,+,.,ID=gene-pgaptmp_000660;Name=rplU;gbkey=Gene;gene=rplU;gene_biotype=protein_coding;locus_tag=pgaptmp_000660,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,21123,21425,.,+,0,ID=cds-pgaptmp_000660;Parent=gene-pgaptmp_000660;Name=extdb:pgaptmp_000660;Ontology_term=GO:0006412,GO:0003735,GO:0000311,GO:0022625;gbkey=CDS;gene=rplU;go_component=plastid large ribosomal subunit|0000311||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874681.1;locus_tag=pgaptmp_000660;product=50S ribosomal protein L21;protein_id=extdb:pgaptmp_000660;transl_table=4,,,,
Contig_6_112.282,.,gene,21418,21720,.,+,.,ID=gene-pgaptmp_000661;Name=pgaptmp_000661;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000661,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,21418,21720,.,+,0,ID=cds-pgaptmp_000661;Parent=gene-pgaptmp_000661;Name=extdb:pgaptmp_000661;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532771.1;locus_tag=pgaptmp_000661;product=ribosomal-processing cysteine protease Prp;protein_id=extdb:pgaptmp_000661;transl_table=4,,,,,,,,
Contig_6_112.282,.,gene,21731,22027,.,+,.,ID=gene-pgaptmp_000662;Name=rpmA;gbkey=Gene;gene=rpmA;gene_biotype=protein_coding;locus_tag=pgaptmp_000662,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,21731,22027,.,+,0,ID=cds-pgaptmp_000662;Parent=gene-pgaptmp_000662;Name=extdb:pgaptmp_000662;Ontology_term=GO:0006412,GO:0003735,GO:0000315,GO:0022625;gbkey=CDS;gene=rpmA;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325462.1;locus_tag=pgaptmp_000662;product=50S ribosomal protein L27;protein_id=extdb:pgaptmp_000662;transl_table=4,,,,
Contig_6_112.282,.,gene,22020,22880,.,+,.,ID=gene-pgaptmp_000663;Name=pgaptmp_000663;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000663,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,22020,22880,.,+,0,ID=cds-pgaptmp_000663;Parent=gene-pgaptmp_000663;Name=extdb:pgaptmp_000663;Ontology_term=GO:0006281,GO:0003906;gbkey=CDS;go_function=DNA-(apurinic or apyrimidinic site) endonuclease activity|0003906||IEA;go_process=DNA repair|0006281||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874684.1;locus_tag=pgaptmp_000663;product=deoxyribonuclease IV;protein_id=extdb:pgaptmp_000663;transl_table=4,,,,,,,
Contig_6_112.282,.,gene,22834,23310,.,+,.,ID=gene-pgaptmp_000664;Name=pgaptmp_000664;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000664,,,,,,,,
Contig_6_112.282,Protein Homology,CDS,22834,23310,.,+,0,ID=cds-pgaptmp_000664;Parent=gene-pgaptmp_000664;Name=extdb:pgaptmp_000664;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874685.1;locus_tag=pgaptmp_000664;product=transcriptional repressor;protein_id=extdb:pgaptmp_000664;transl_table=4,,,,,,,,
Contig_6_112.282,.,gene,23300,24184,.,+,.,ID=gene-pgaptmp_000665;Name=pgaptmp_000665;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000665,,,,,,,,
