Sequence+H1A1:H1,Source,Feature,Start,End,Score,Strand,Frame,Attributes,,,,,,,,
Contig_4_123.758,tRNAscan-SE,exon,12265,12338,.,+,.,ID=exon-pgaptmp_000643-1;Parent=rna-pgaptmp_000643;anticodon=(pos:12297..12299);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000643;product=tRNA-Gly,,,,,,,,
Contig_4_123.758,.,gene,12626,14374,.,+,.,ID=gene-pgaptmp_000644;Name=pgaptmp_000644;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000644,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,12626,14374,.,+,0,ID=cds-pgaptmp_000644;Parent=gene-pgaptmp_000644;Name=extdb:pgaptmp_000644;Ontology_term=GO:0005515;gbkey=CDS;go_function=protein binding|0005515||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874756.1;locus_tag=pgaptmp_000644;product=IgG-blocking protein M;protein_id=extdb:pgaptmp_000644;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,14436,15299,.,+,.,ID=gene-pgaptmp_000645;Name=pgaptmp_000645;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000645,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,14436,15299,.,+,0,ID=cds-pgaptmp_000645;Parent=gene-pgaptmp_000645;Name=extdb:pgaptmp_000645;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874755.1;locus_tag=pgaptmp_000645;product=MG_279/MG_280 family protein;protein_id=extdb:pgaptmp_000645;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,15299,15955,.,+,.,ID=gene-pgaptmp_000646;Name=pgaptmp_000646;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000646,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,15299,15955,.,+,0,ID=cds-pgaptmp_000646;Parent=gene-pgaptmp_000646;Name=extdb:pgaptmp_000646;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010869404.1;locus_tag=pgaptmp_000646;product=MG_279/MG_280 family protein;protein_id=extdb:pgaptmp_000646;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,15952,18153,.,-,.,ID=gene-pgaptmp_000647;Name=pgaptmp_000647;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000647,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,15952,18153,.,-,0,ID=cds-pgaptmp_000647;Parent=gene-pgaptmp_000647;Name=extdb:pgaptmp_000647;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874753.1;locus_tag=pgaptmp_000647;product=RelA/SpoT family protein;protein_id=extdb:pgaptmp_000647;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,18157,21072,.,+,.,ID=gene-pgaptmp_000648;Name=pgaptmp_000648;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000648,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,18157,21072,.,+,0,ID=cds-pgaptmp_000648;Parent=gene-pgaptmp_000648;Name=extdb:pgaptmp_000648;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325507.1;locus_tag=pgaptmp_000648;product=hypothetical protein;protein_id=extdb:pgaptmp_000648;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,21107,21640,.,+,.,ID=gene-pgaptmp_000649;Name=apt;gbkey=Gene;gene=apt;gene_biotype=protein_coding;locus_tag=pgaptmp_000649,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,21107,21640,.,+,0,ID=cds-pgaptmp_000649;Parent=gene-pgaptmp_000649;Name=extdb:pgaptmp_000649;Ontology_term=GO:0006166,GO:0003999,GO:0005737;gbkey=CDS;gene=apt;go_component=cytoplasm|0005737||IEA;go_function=adenine phosphoribosyltransferase activity|0003999||IEA;go_process=purine ribonucleoside salvage|0006166||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532782.1;locus_tag=pgaptmp_000649;product=adenine phosphoribosyltransferase;protein_id=extdb:pgaptmp_000649;transl_table=4,,,,,,
Contig_4_123.758,.,gene,21708,23147,.,+,.,ID=gene-pgaptmp_000650;Name=pgaptmp_000650;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000650,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,21708,23147,.,+,0,ID=cds-pgaptmp_000650;Parent=gene-pgaptmp_000650;Name=extdb:pgaptmp_000650;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874750.1;locus_tag=pgaptmp_000650;product=FAD-dependent oxidoreductase;protein_id=extdb:pgaptmp_000650;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,23168,24244,.,+,.,ID=gene-pgaptmp_000651;Name=pdhA;gbkey=Gene;gene=pdhA;gene_biotype=protein_coding;locus_tag=pgaptmp_000651,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,23168,24244,.,+,0,ID=cds-pgaptmp_000651;Parent=gene-pgaptmp_000651;Name=extdb:pgaptmp_000651;Ontology_term=GO:0006086,GO:0004739,GO:0045250;gbkey=CDS;gene=pdhA;go_component=cytosolic pyruvate dehydrogenase complex|0045250||IEA;go_function=pyruvate dehydrogenase (acetyl-transferring) activity|0004739||IEA;go_process=acetyl-CoA biosynthetic process from pyruvate|0006086||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874749.1;locus_tag=pgaptmp_000651;product=pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha;protein_id=extdb:pgaptmp_000651;transl_table=4,,,,,,
Contig_4_123.758,.,gene,24266,25249,.,+,.,ID=gene-pgaptmp_000652;Name=pdhB;gbkey=Gene;gene=pdhB;gene_biotype=protein_coding;locus_tag=pgaptmp_000652,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,24266,25249,.,+,0,ID=cds-pgaptmp_000652;Parent=gene-pgaptmp_000652;Name=extdb:pgaptmp_000652;gbkey=CDS;gene=pdhB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874748.1;locus_tag=pgaptmp_000652;product=pyruvate dehydrogenase complex E1 component subunit beta;protein_id=extdb:pgaptmp_000652;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,25568,26776,.,+,.,ID=gene-pgaptmp_000653;Name=pgaptmp_000653;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000653,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,25568,26776,.,+,0,ID=cds-pgaptmp_000653;Parent=gene-pgaptmp_000653;Name=extdb:pgaptmp_000653;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874747.1;locus_tag=pgaptmp_000653;product=2-oxo acid dehydrogenase subunit E2;protein_id=extdb:pgaptmp_000653;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,26777,28150,.,+,.,ID=gene-pgaptmp_000654;Name=lpdA;gbkey=Gene;gene=lpdA;gene_biotype=protein_coding;locus_tag=pgaptmp_000654,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,26777,28150,.,+,0,ID=cds-pgaptmp_000654;Parent=gene-pgaptmp_000654;Name=extdb:pgaptmp_000654;Ontology_term=GO:0006096,GO:0045454,GO:0051068,GO:0004148;gbkey=CDS;gene=lpdA;go_function=dihydrolipoyl dehydrogenase activity|0004148||IEA;go_process=glycolytic process|0006096||IEA,cell redox homeostasis|0045454||IEA,dihydrolipoamide metabolic process|0051068||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874746.1;locus_tag=pgaptmp_000654;product=dihydrolipoyl dehydrogenase;protein_id=extdb:pgaptmp_000654;transl_table=4,,,
Contig_4_123.758,.,gene,28177,29196,.,+,.,ID=gene-pgaptmp_000655;Name=pgaptmp_000655;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000655,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,28177,29196,.,+,0,ID=cds-pgaptmp_000655;Parent=gene-pgaptmp_000655;Name=extdb:pgaptmp_000655;Ontology_term=GO:0006464,GO:0017118;gbkey=CDS;go_function=lipoyltransferase activity|0017118||IEA;go_process=cellular protein modification process|0006464||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574963.1;locus_tag=pgaptmp_000655;product=lipoate--protein ligase;protein_id=extdb:pgaptmp_000655;transl_table=4,,,,,,,
Contig_4_123.758,.,gene,29189,29575,.,+,.,ID=gene-pgaptmp_000656;Name=pgaptmp_000656;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000656,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,29189,29575,.,+,0,ID=cds-pgaptmp_000656;Parent=gene-pgaptmp_000656;Name=extdb:pgaptmp_000656;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325503.1;locus_tag=pgaptmp_000656;product=hypothetical protein;protein_id=extdb:pgaptmp_000656;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,29568,30644,.,+,.,ID=gene-pgaptmp_000657;Name=pgaptmp_000657;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000657,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,29568,30644,.,+,0,ID=cds-pgaptmp_000657;Parent=gene-pgaptmp_000657;Name=extdb:pgaptmp_000657;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874743.1;locus_tag=pgaptmp_000657;product=hypothetical protein;protein_id=extdb:pgaptmp_000657;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,30663,30758,.,+,.,ID=gene-pgaptmp_000658;Name=ffs;gbkey=Gene;gene=ffs;gene_biotype=SRP_RNA;locus_tag=pgaptmp_000658,,,,,,,,
Contig_4_123.758,cmsearch,SRP_RNA,30663,30758,.,+,.,ID=rna-pgaptmp_000658;Parent=gene-pgaptmp_000658;Dbxref=RFAM:RF00169;gbkey=ncRNA;gene=ffs;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000658;product=signal recognition particle sRNA small type,,,,,,,,
Contig_4_123.758,cmsearch,exon,30663,30758,.,+,.,ID=exon-pgaptmp_000658-1;Parent=rna-pgaptmp_000658;Dbxref=RFAM:RF00169;gbkey=ncRNA;gene=ffs;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000658;product=signal recognition particle sRNA small type,,,,,,,,
Contig_4_123.758,.,gene,30792,31481,.,+,.,ID=gene-pgaptmp_000659;Name=pgaptmp_000659;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000659,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,30792,31481,.,+,0,ID=cds-pgaptmp_000659;Parent=gene-pgaptmp_000659;Name=extdb:pgaptmp_000659;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874742.1;locus_tag=pgaptmp_000659;product=deoxynucleoside kinase;protein_id=extdb:pgaptmp_000659;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,31516,31860,.,+,.,ID=gene-pgaptmp_000660;Name=pgaptmp_000660;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000660,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,31516,31860,.,+,0,ID=cds-pgaptmp_000660;Parent=gene-pgaptmp_000660;Name=extdb:pgaptmp_000660;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874741.1;locus_tag=pgaptmp_000660;product=hypothetical protein;protein_id=extdb:pgaptmp_000660;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,31861,34242,.,+,.,ID=gene-pgaptmp_000661;Name=leuS;gbkey=Gene;gene=leuS;gene_biotype=protein_coding;locus_tag=pgaptmp_000661,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,31861,34242,.,+,0,ID=cds-pgaptmp_000661;Parent=gene-pgaptmp_000661;Name=extdb:pgaptmp_000661;Ontology_term=GO:0006429,GO:0004823,GO:0005737;gbkey=CDS;gene=leuS;go_component=cytoplasm|0005737||IEA;go_function=leucine-tRNA ligase activity|0004823||IEA;go_process=leucyl-tRNA aminoacylation|0006429||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015344908.1;locus_tag=pgaptmp_000661;product=leucine--tRNA ligase;protein_id=extdb:pgaptmp_000661;transl_table=4,,,,,,
Contig_4_123.758,.,gene,34245,35093,.,+,.,ID=gene-pgaptmp_000662;Name=pgaptmp_000662;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000662,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,34245,35093,.,+,0,ID=cds-pgaptmp_000662;Parent=gene-pgaptmp_000662;Name=extdb:pgaptmp_000662;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874739.1;locus_tag=pgaptmp_000662;product=HAD family hydrolase;protein_id=extdb:pgaptmp_000662;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,35023,35625,.,-,.,ID=gene-pgaptmp_000663;Name=coaE;gbkey=Gene;gene=coaE;gene_biotype=protein_coding;locus_tag=pgaptmp_000663,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,35023,35625,.,-,0,ID=cds-pgaptmp_000663;Parent=gene-pgaptmp_000663;Name=extdb:pgaptmp_000663;Note=Dephospho-CoA kinase (CoaE) performs the final step in coenzyme A biosynthesis.;Ontology_term=GO:0015937,GO:0004140,GO:0005737;gbkey=CDS;gene=coaE;go_component=cytoplasm|0005737||IEA;go_function=dephospho-CoA kinase activity|0004140||IEA;go_process=coenzyme A biosynthetic process|0015937||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874738.1;locus_tag=pgaptmp_000663;product=dephospho-CoA kinase;protein_id=extdb:pgaptmp_000663;transl_table=4,,,,,,
Contig_4_123.758,.,gene,35619,36497,.,-,.,ID=gene-pgaptmp_000664;Name=pgaptmp_000664;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000664,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,35619,36497,.,-,0,ID=cds-pgaptmp_000664;Parent=gene-pgaptmp_000664;Name=extdb:pgaptmp_000664;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874737.1;locus_tag=pgaptmp_000664;product=Cof-type HAD-IIB family hydrolase;protein_id=extdb:pgaptmp_000664;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,36643,37476,.,-,.,ID=gene-pgaptmp_000665;Name=mutM;gbkey=Gene;gene=mutM;gene_biotype=protein_coding;locus_tag=pgaptmp_000665,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,36643,37476,.,-,0,ID=cds-pgaptmp_000665;Parent=gene-pgaptmp_000665;Name=extdb:pgaptmp_000665;Ontology_term=GO:0006281,GO:0008534,GO:0005737;gbkey=CDS;gene=mutM;go_component=cytoplasm|0005737||IEA;go_function=oxidized purine nucleobase lesion DNA N-glycosylase activity|0008534||IEA;go_process=DNA repair|0006281||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874736.1;locus_tag=pgaptmp_000665;product=DNA-formamidopyrimidine glycosylase;protein_id=extdb:pgaptmp_000665;transl_table=4,,,,,,
Contig_4_123.758,.,gene,37476,38351,.,-,.,ID=gene-pgaptmp_000666;Name=pgaptmp_000666;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000666,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,37476,38351,.,-,0,ID=cds-pgaptmp_000666;Parent=gene-pgaptmp_000666;Name=extdb:pgaptmp_000666;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874735.1;locus_tag=pgaptmp_000666;product=5'-3' exonuclease;protein_id=extdb:pgaptmp_000666;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,38355,40973,.,-,.,ID=gene-pgaptmp_000667;Name=pgaptmp_000667;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000667,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,38355,40973,.,-,0,ID=cds-pgaptmp_000667;Parent=gene-pgaptmp_000667;Name=extdb:pgaptmp_000667;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325501.1;locus_tag=pgaptmp_000667;product=DNA polymerase III subunit alpha;protein_id=extdb:pgaptmp_000667;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,40977,41201,.,-,.,ID=gene-pgaptmp_000668;Name=pgaptmp_000668;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000668,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,40977,41201,.,-,0,ID=cds-pgaptmp_000668;Parent=gene-pgaptmp_000668;Name=extdb:pgaptmp_000668;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874733.1;locus_tag=pgaptmp_000668;product=hypothetical protein;protein_id=extdb:pgaptmp_000668;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,41287,41363,.,+,.,ID=gene-pgaptmp_000669;Name=pgaptmp_000669;gbkey=Gene;gene_biotype=tRNA;locus_tag=pgaptmp_000669,,,,,,,,
Contig_4_123.758,tRNAscan-SE,tRNA,41287,41363,.,+,.,ID=rna-pgaptmp_000669;Parent=gene-pgaptmp_000669;anticodon=(pos:41321..41323);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000669;product=tRNA-Arg,,,,,,,,
Contig_4_123.758,tRNAscan-SE,exon,41287,41363,.,+,.,ID=exon-pgaptmp_000669-1;Parent=rna-pgaptmp_000669;anticodon=(pos:41321..41323);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000669;product=tRNA-Arg,,,,,,,,
Contig_4_123.758,.,gene,41628,45050,.,+,.,ID=gene-pgaptmp_000670;Name=pgaptmp_000670;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000670,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,41628,45050,.,+,0,ID=cds-pgaptmp_000670;Parent=gene-pgaptmp_000670;Name=extdb:pgaptmp_000670;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325499.1;locus_tag=pgaptmp_000670;product=hypothetical protein;protein_id=extdb:pgaptmp_000670;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,45429,45818,.,+,.,ID=gene-pgaptmp_000671;Name=pgaptmp_000671;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000671,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,45429,45818,.,+,0,ID=cds-pgaptmp_000671;Parent=gene-pgaptmp_000671;Name=extdb:pgaptmp_000671;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874731.1;locus_tag=pgaptmp_000671;product=hypothetical protein;protein_id=extdb:pgaptmp_000671;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,46164,46853,.,+,.,ID=gene-pgaptmp_000672;Name=pgaptmp_000672;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000672,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,46164,46853,.,+,0,ID=cds-pgaptmp_000672;Parent=gene-pgaptmp_000672;Name=extdb:pgaptmp_000672;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874730.1;locus_tag=pgaptmp_000672;product=hypothetical protein;protein_id=extdb:pgaptmp_000672;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,46798,46989,.,+,.,ID=gene-pgaptmp_000673;Name=pgaptmp_000673;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000673,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,46798,46989,.,+,0,ID=cds-pgaptmp_000673;Parent=gene-pgaptmp_000673;Name=extdb:pgaptmp_000673;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532779.1;locus_tag=pgaptmp_000673;product=hypothetical protein;protein_id=extdb:pgaptmp_000673;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,47261,48496,.,+,.,ID=gene-pgaptmp_000674;Name=pgaptmp_000674;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000674,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,47261,48496,.,+,0,ID=cds-pgaptmp_000674;Parent=gene-pgaptmp_000674;Name=extdb:pgaptmp_000674;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019830470.1;locus_tag=pgaptmp_000674;product=hypothetical protein;protein_id=extdb:pgaptmp_000674;transl_table=4,,,,,,,,
Contig_4_123.758,.,gene,48507,50282,.,-,.,ID=gene-pgaptmp_000675;Name=pgaptmp_000675;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000675,,,,,,,,
Contig_4_123.758,Protein Homology,CDS,48507,50282,.,-,0,ID=cds-pgaptmp_000675;Parent=gene-pgaptmp_000675;Name=extdb:pgaptmp_000675;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874728.1;locus_tag=pgaptmp_000675;product=ADP-ribosylating toxin CARDS;protein_id=extdb:pgaptmp_000675;transl_table=4,,,,,,,,
Contig_5_127.935,Local,region,1,16270,.,+,.,ID=Contig_5_127.935:1..16270;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_5954,,,,,,,,
Contig_5_127.935,.,gene,10,999,.,-,.,ID=gene-pgaptmp_000717;Name=pgaptmp_000717;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000717,,,,,,,,
Contig_5_127.935,Protein Homology,CDS,10,999,.,-,0,ID=cds-pgaptmp_000717;Parent=gene-pgaptmp_000717;Name=extdb:pgaptmp_000717;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874447.1;locus_tag=pgaptmp_000717;product=hypothetical protein;protein_id=extdb:pgaptmp_000717;transl_table=4,,,,,,,,
Contig_5_127.935,.,gene,1154,2269,.,-,.,ID=gene-pgaptmp_000718;Name=pgaptmp_000718;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000718,,,,,,,,
Contig_5_127.935,Protein Homology,CDS,1154,2269,.,-,0,ID=cds-pgaptmp_000718;Parent=gene-pgaptmp_000718;Name=extdb:pgaptmp_000718;Ontology_term=GO:0006304;gbkey=CDS;go_process=DNA modification|0006304||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574871.1;locus_tag=pgaptmp_000718;product=restriction endonuclease subunit S;protein_id=extdb:pgaptmp_000718;transl_table=4,,,,,,,,
Contig_5_127.935,.,gene,2386,2550,.,-,.,ID=gene-pgaptmp_000719;Name=pgaptmp_000719;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000719,,,,,,,,
Contig_5_127.935,Protein Homology,CDS,2386,2550,.,-,0,ID=cds-pgaptmp_000719;Parent=gene-pgaptmp_000719;Name=extdb:pgaptmp_000719;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574870.1;locus_tag=pgaptmp_000719;product=hypothetical protein;protein_id=extdb:pgaptmp_000719;transl_table=4,,,,,,,,
Contig_5_127.935,.,gene,2629,2934,.,-,.,ID=gene-pgaptmp_000720;Name=pgaptmp_000720;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000720,,,,,,,,
Contig_5_127.935,Protein Homology,CDS,2629,2934,.,-,0,ID=cds-pgaptmp_000720;Parent=gene-pgaptmp_000720;Name=extdb:pgaptmp_000720;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874445.1;locus_tag=pgaptmp_000720;product=hypothetical protein;protein_id=extdb:pgaptmp_000720;transl_table=4,,,,,,,,
Contig_5_127.935,.,gene,2906,3361,.,-,.,ID=gene-pgaptmp_000721;Name=pgaptmp_000721;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000721,,,,,,,,
Contig_5_127.935,Protein Homology,CDS,2906,3361,.,-,0,ID=cds-pgaptmp_000721;Parent=gene-pgaptmp_000721;Name=extdb:pgaptmp_000721;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532935.1;locus_tag=pgaptmp_000721;product=hypothetical protein;protein_id=extdb:pgaptmp_000721;transl_table=4,,,,,,,,
Contig_5_127.935,.,gene,3614,3901,.,-,.,ID=gene-pgaptmp_000722;Name=pgaptmp_000722;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000722,,,,,,,,
Contig_5_127.935,Protein Homology,CDS,3614,3901,.,-,0,ID=cds-pgaptmp_000722;Parent=gene-pgaptmp_000722;Name=extdb:pgaptmp_000722;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532936.1;locus_tag=pgaptmp_000722;product=hypothetical protein;protein_id=extdb:pgaptmp_000722;transl_table=4,,,,,,,,
Contig_5_127.935,.,gene,3949,4500,.,-,.,ID=gene-pgaptmp_000723;Name=pgaptmp_000723;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000723,,,,,,,,
Contig_5_127.935,Protein Homology,CDS,3949,4500,.,-,0,ID=cds-pgaptmp_000723;Parent=gene-pgaptmp_000723;Name=extdb:pgaptmp_000723;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532937.1;locus_tag=pgaptmp_000723;product=hypothetical protein;protein_id=extdb:pgaptmp_000723;transl_table=4,,,,,,,,
Contig_5_127.935,.,gene,4573,4890,.,-,.,ID=gene-pgaptmp_000724;Name=pgaptmp_000724;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000724,,,,,,,,
Contig_5_127.935,Protein Homology,CDS,4573,4890,.,-,0,ID=cds-pgaptmp_000724;Parent=gene-pgaptmp_000724;Name=extdb:pgaptmp_000724;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874443.1;locus_tag=pgaptmp_000724;product=hypothetical protein;protein_id=extdb:pgaptmp_000724;transl_table=4,,,,,,,,
Contig_5_127.935,.,gene,5036,6475,.,-,.,ID=gene-pgaptmp_000725;Name=pgaptmp_000725;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000725,,,,,,,,
Contig_5_127.935,Protein Homology,CDS,5036,6475,.,-,0,ID=cds-pgaptmp_000725;Parent=gene-pgaptmp_000725;Name=extdb:pgaptmp_000725;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574867.1;locus_tag=pgaptmp_000725;product=hypothetical protein;protein_id=extdb:pgaptmp_000725;transl_table=4,,,,,,,,
Contig_5_127.935,.,gene,6582,8156,.,-,.,ID=gene-pgaptmp_000726;Name=pgaptmp_000726;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000726,,,,,,,,
Contig_5_127.935,Protein Homology,CDS,6582,8156,.,-,0,ID=cds-pgaptmp_000726;Parent=gene-pgaptmp_000726;Name=extdb:pgaptmp_000726;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574866.1;locus_tag=pgaptmp_000726;product=DUF31 family protein;protein_id=extdb:pgaptmp_000726;transl_table=4,,,,,,,,
Contig_5_127.935,.,gene,8206,9807,.,-,.,ID=gene-pgaptmp_000727;Name=pgaptmp_000727;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000727,,,,,,,,
