Sequence+H1A1:H1,Source,Feature,Start,End,Score,Strand,Frame,Attributes,,,,,,,,
Contig_2_123.61,.,gene,89621,92005,.,+,.,ID=gene-pgaptmp_000462;Name=pgaptmp_000462;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000462,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,89621,92005,.,+,0,ID=cds-pgaptmp_000462;Parent=gene-pgaptmp_000462;Name=extdb:pgaptmp_000462;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874641.1;locus_tag=pgaptmp_000462;product=P80 family lipoprotein;protein_id=extdb:pgaptmp_000462;transl_table=4,,,,,,,,
Contig_3_269.005,Local,region,1,1252,.,+,.,ID=Contig_3_269.005:1..1252;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_6282,,,,,,,,
Contig_3_269.005,.,gene,1,229,.,+,.,ID=gene-pgaptmp_000689;Name=pgaptmp_000689;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000689;partial=true;start_range=.,1,,,,,,,
Contig_3_269.005,Protein Homology,CDS,1,229,.,+,1,ID=cds-pgaptmp_000689;Parent=gene-pgaptmp_000689;Name=extdb:pgaptmp_000689;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874857.1;locus_tag=pgaptmp_000689;partial=true;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000689;start_range=.,1;transl_table=4,,,,,,,
Contig_3_269.005,.,gene,674,1252,.,+,.,ID=gene-pgaptmp_000690;Name=pgaptmp_000690;end_range=1252,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000690;partial=true,,,,,,,
Contig_3_269.005,Protein Homology,CDS,674,1252,.,+,0,ID=cds-pgaptmp_000690;Parent=gene-pgaptmp_000690;Name=extdb:pgaptmp_000690;end_range=1252,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874858.1;locus_tag=pgaptmp_000690;partial=true;product=adhesin P1;protein_id=extdb:pgaptmp_000690;transl_table=4,,,,,,,
Contig_4_181.766,Local,region,1,2095,.,+,.,ID=Contig_4_181.766:1..2095;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_6282,,,,,,,,
Contig_4_181.766,.,gene,233,724,.,-,.,ID=gene-pgaptmp_000691;Name=pgaptmp_000691;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000691,,,,,,,,
Contig_4_181.766,Protein Homology,CDS,233,724,.,-,0,ID=cds-pgaptmp_000691;Parent=gene-pgaptmp_000691;Name=extdb:pgaptmp_000691;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325369.1;locus_tag=pgaptmp_000691;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000691;transl_table=4,,,,,,,,
Contig_4_181.766,.,gene,975,1949,.,+,.,ID=gene-pgaptmp_000692;Name=pgaptmp_000692;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000692,,,,,,,,
Contig_4_181.766,Protein Homology,CDS,975,1949,.,+,0,ID=cds-pgaptmp_000692;Parent=gene-pgaptmp_000692;Name=extdb:pgaptmp_000692;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874497.1;locus_tag=pgaptmp_000692;product=bifunctional oligoribonuclease/PAP phosphatase NrnA;protein_id=extdb:pgaptmp_000692;transl_table=4,,,,,,,,
Contig_5_109.73,Local,region,1,1007,.,+,.,ID=Contig_5_109.73:1..1007;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_6282,,,,,,,,
Contig_5_109.73,.,gene,1,896,.,+,.,ID=gene-pgaptmp_000693;Name=pgaptmp_000693;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000693;partial=true;start_range=.,1,,,,,,,
Contig_5_109.73,Protein Homology,CDS,1,896,.,+,2,ID=cds-pgaptmp_000693;Parent=gene-pgaptmp_000693;Name=extdb:pgaptmp_000693;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874498.1;locus_tag=pgaptmp_000693;partial=true;product=adhesin P1;protein_id=extdb:pgaptmp_000693;start_range=.,1;transl_table=4,,,,,,,
Contig_6_162.893,Local,region,1,3098,.,+,.,ID=Contig_6_162.893:1..3098;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_6282,,,,,,,,
Contig_6_162.893,.,gene,1,414,.,-,.,ID=gene-pgaptmp_000694;Name=pgaptmp_000694;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000694;partial=true;start_range=.,1,,,,,,,
Contig_6_162.893,Protein Homology,CDS,1,414,.,-,0,ID=cds-pgaptmp_000694;Parent=gene-pgaptmp_000694;Name=extdb:pgaptmp_000694;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325518.1;locus_tag=pgaptmp_000694;partial=true;product=adhesin;protein_id=extdb:pgaptmp_000694;start_range=.,1;transl_table=4,,,,,,,
Contig_6_162.893,.,gene,497,637,.,-,.,ID=gene-pgaptmp_000695;Name=pgaptmp_000695;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000695,,,,,,,,
Contig_6_162.893,Protein Homology,CDS,497,637,.,-,0,ID=cds-pgaptmp_000695;Parent=gene-pgaptmp_000695;Name=extdb:pgaptmp_000695;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015344882.1;locus_tag=pgaptmp_000695;product=hypothetical protein;protein_id=extdb:pgaptmp_000695;transl_table=4,,,,,,,,
Contig_6_162.893,.,gene,640,1167,.,-,.,ID=gene-pgaptmp_000696;Name=pgaptmp_000696;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000696,,,,,,,,
Contig_6_162.893,Protein Homology,CDS,640,1167,.,-,0,ID=cds-pgaptmp_000696;Parent=gene-pgaptmp_000696;Name=extdb:pgaptmp_000696;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874500.1;locus_tag=pgaptmp_000696;product=hypothetical protein;protein_id=extdb:pgaptmp_000696;transl_table=4,,,,,,,,
Contig_6_162.893,.,gene,1284,3098,.,-,.,ID=gene-pgaptmp_000697;Name=mgpC;end_range=3098,.;gbkey=Gene;gene=mgpC;gene_biotype=protein_coding;locus_tag=pgaptmp_000697;partial=true,,,,,,,
Contig_6_162.893,Protein Homology,CDS,1284,3098,.,-,0,ID=cds-pgaptmp_000697;Parent=gene-pgaptmp_000697;Name=extdb:pgaptmp_000697;end_range=3098,.;gbkey=CDS;gene=mgpC;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874499.1;locus_tag=pgaptmp_000697;partial=true;product=cytadherence protein MgpC;protein_id=extdb:pgaptmp_000697;transl_table=4,,,,,,,
Contig_7_121.127,Local,region,1,45377,.,+,.,ID=Contig_7_121.127:1..45377;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_6282,,,,,,,,
Contig_7_121.127,.,gene,1,744,.,+,.,ID=gene-pgaptmp_000698;Name=pgaptmp_000698;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000698;partial=true;start_range=.,1,,,,,,,
Contig_7_121.127,Protein Homology,CDS,1,744,.,+,0,ID=cds-pgaptmp_000698;Parent=gene-pgaptmp_000698;Name=extdb:pgaptmp_000698;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874665.1;locus_tag=pgaptmp_000698;partial=true;product=cytadherence-associated protein P65;protein_id=extdb:pgaptmp_000698;start_range=.,1;transl_table=4,,,,,,,
Contig_7_121.127,.,gene,764,6220,.,+,.,ID=gene-pgaptmp_000699;Name=hmw2;gbkey=Gene;gene=hmw2;gene_biotype=protein_coding;locus_tag=pgaptmp_000699,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,764,6220,.,+,0,ID=cds-pgaptmp_000699;Parent=gene-pgaptmp_000699;Name=extdb:pgaptmp_000699;gbkey=CDS;gene=hmw2;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874666.1;locus_tag=pgaptmp_000699;product=terminal organelle tip protein HMW2;protein_id=extdb:pgaptmp_000699;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,6235,7308,.,+,.,ID=gene-pgaptmp_000700;Name=pgaptmp_000700;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000700,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,6235,7308,.,+,0,ID=cds-pgaptmp_000700;Parent=gene-pgaptmp_000700;Name=extdb:pgaptmp_000700;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325454.1;locus_tag=pgaptmp_000700;product=hypothetical protein;protein_id=extdb:pgaptmp_000700;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,7298,7954,.,+,.,ID=gene-pgaptmp_000701;Name=pgaptmp_000701;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000701,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,7298,7954,.,+,0,ID=cds-pgaptmp_000701;Parent=gene-pgaptmp_000701;Name=extdb:pgaptmp_000701;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874668.1;locus_tag=pgaptmp_000701;product=hypothetical protein;protein_id=extdb:pgaptmp_000701;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,8037,8309,.,-,.,ID=gene-pgaptmp_000702;Name=pgaptmp_000702;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000702,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,8037,8309,.,-,0,ID=cds-pgaptmp_000702;Parent=gene-pgaptmp_000702;Name=extdb:pgaptmp_000702;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874669.1;locus_tag=pgaptmp_000702;product=hypothetical protein;protein_id=extdb:pgaptmp_000702;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,8379,8455,.,+,.,ID=gene-pgaptmp_000703;Name=pgaptmp_000703;gbkey=Gene;gene_biotype=tRNA;locus_tag=pgaptmp_000703,,,,,,,,
Contig_7_121.127,tRNAscan-SE,tRNA,8379,8455,.,+,.,ID=rna-pgaptmp_000703;Parent=gene-pgaptmp_000703;anticodon=(pos:8413..8415);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000703;product=tRNA-Arg,,,,,,,,
Contig_7_121.127,tRNAscan-SE,exon,8379,8455,.,+,.,ID=exon-pgaptmp_000703-1;Parent=rna-pgaptmp_000703;anticodon=(pos:8413..8415);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000703;product=tRNA-Arg,,,,,,,,
Contig_7_121.127,.,gene,8710,9135,.,+,.,ID=gene-pgaptmp_000704;Name=mraZ;gbkey=Gene;gene=mraZ;gene_biotype=protein_coding;locus_tag=pgaptmp_000704,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,8710,9135,.,+,0,ID=cds-pgaptmp_000704;Parent=gene-pgaptmp_000704;Name=extdb:pgaptmp_000704;Ontology_term=GO:0051302,GO:0043565;gbkey=CDS;gene=mraZ;go_function=sequence-specific DNA binding|0043565||IEA;go_process=regulation of cell division|0051302||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874670.1;locus_tag=pgaptmp_000704;product=division/cell wall cluster transcriptional repressor MraZ;protein_id=extdb:pgaptmp_000704;transl_table=4,,,,,,,
Contig_7_121.127,.,gene,9125,10051,.,+,.,ID=gene-pgaptmp_000705;Name=rsmH;gbkey=Gene;gene=rsmH;gene_biotype=protein_coding;locus_tag=pgaptmp_000705,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,9125,10051,.,+,0,ID=cds-pgaptmp_000705;Parent=gene-pgaptmp_000705;Name=extdb:pgaptmp_000705;Ontology_term=GO:0016434;gbkey=CDS;gene=rsmH;go_function=rRNA (cytosine) methyltransferase activity|0016434||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874671.1;locus_tag=pgaptmp_000705;product=16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH;protein_id=extdb:pgaptmp_000705;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,10054,11313,.,+,.,ID=gene-pgaptmp_000706;Name=pgaptmp_000706;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000706,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,10054,11313,.,+,0,ID=cds-pgaptmp_000706;Parent=gene-pgaptmp_000706;Name=extdb:pgaptmp_000706;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325457.1;locus_tag=pgaptmp_000706;product=hypothetical protein;protein_id=extdb:pgaptmp_000706;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,11319,12461,.,+,.,ID=gene-pgaptmp_000707;Name=ftsZ;gbkey=Gene;gene=ftsZ;gene_biotype=protein_coding;locus_tag=pgaptmp_000707,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,11319,12461,.,+,0,ID=cds-pgaptmp_000707;Parent=gene-pgaptmp_000707;Name=extdb:pgaptmp_000707;Ontology_term=GO:0000910,GO:0003924;gbkey=CDS;gene=ftsZ;go_function=GTPase activity|0003924||IEA;go_process=cytokinesis|0000910||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874673.1;locus_tag=pgaptmp_000707;product=cell division protein FtsZ;protein_id=extdb:pgaptmp_000707;transl_table=4,,,,,,,
Contig_7_121.127,.,gene,12504,13979,.,+,.,ID=gene-pgaptmp_000708;Name=pgaptmp_000708;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000708,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,12504,13979,.,+,0,ID=cds-pgaptmp_000708;Parent=gene-pgaptmp_000708;Name=extdb:pgaptmp_000708;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325458.1;locus_tag=pgaptmp_000708;product=APC family permease;protein_id=extdb:pgaptmp_000708;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,13954,15465,.,+,.,ID=gene-pgaptmp_000709;Name=pgaptmp_000709;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000709,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,13954,15465,.,+,0,ID=cds-pgaptmp_000709;Parent=gene-pgaptmp_000709;Name=extdb:pgaptmp_000709;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325459.1;locus_tag=pgaptmp_000709;product=APC family permease;protein_id=extdb:pgaptmp_000709;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,15961,16824,.,+,.,ID=gene-pgaptmp_000710;Name=pgaptmp_000710;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000710,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,15961,16824,.,+,0,ID=cds-pgaptmp_000710;Parent=gene-pgaptmp_000710;Name=extdb:pgaptmp_000710;Ontology_term=GO:0006231,GO:0004799;gbkey=CDS;go_function=thymidylate synthase activity|0004799||IEA;go_process=dTMP biosynthetic process|0006231||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010869385.1;locus_tag=pgaptmp_000710;product=thymidylate synthase;protein_id=extdb:pgaptmp_000710;transl_table=4,,,,,,,
Contig_7_121.127,.,gene,16826,17308,.,+,.,ID=gene-pgaptmp_000711;Name=pgaptmp_000711;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000711,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,16826,17308,.,+,0,ID=cds-pgaptmp_000711;Parent=gene-pgaptmp_000711;Name=extdb:pgaptmp_000711;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874677.1;locus_tag=pgaptmp_000711;product=dihydrofolate reductase;protein_id=extdb:pgaptmp_000711;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,17315,18334,.,+,.,ID=gene-pgaptmp_000712;Name=nrdF;gbkey=Gene;gene=nrdF;gene_biotype=protein_coding;locus_tag=pgaptmp_000712,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,17315,18334,.,+,0,ID=cds-pgaptmp_000712;Parent=gene-pgaptmp_000712;Name=extdb:pgaptmp_000712;Ontology_term=GO:0009265,GO:0004748,GO:0030145,GO:0005971;gbkey=CDS;gene=nrdF;go_component=ribonucleoside-diphosphate reductase complex|0005971||IEA;go_function=ribonucleoside-diphosphate reductase activity%2C thioredoxin disulfide as acceptor|0004748||IEA,manganese ion binding|0030145||IEA;go_process=2'-deoxyribonucleotide biosynthetic process|0009265||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874678.1;locus_tag=pgaptmp_000712;product=class 1b ribonucleoside-diphosphate reductase subunit beta;protein_id=extdb:pgaptmp_000712;transl_table=4,,,,
Contig_7_121.127,.,gene,18337,18798,.,+,.,ID=gene-pgaptmp_000713;Name=nrdI;gbkey=Gene;gene=nrdI;gene_biotype=protein_coding;locus_tag=pgaptmp_000713,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,18337,18798,.,+,0,ID=cds-pgaptmp_000713;Parent=gene-pgaptmp_000713;Name=extdb:pgaptmp_000713;Ontology_term=GO:0009263;gbkey=CDS;gene=nrdI;go_process=deoxyribonucleotide biosynthetic process|0009263||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874679.1;locus_tag=pgaptmp_000713;product=class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI;protein_id=extdb:pgaptmp_000713;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,18822,20987,.,+,.,ID=gene-pgaptmp_000714;Name=nrdE;gbkey=Gene;gene=nrdE;gene_biotype=protein_coding;locus_tag=pgaptmp_000714,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,18822,20987,.,+,0,ID=cds-pgaptmp_000714;Parent=gene-pgaptmp_000714;Name=extdb:pgaptmp_000714;Ontology_term=GO:0006260,GO:0004748,GO:0005524;gbkey=CDS;gene=nrdE;go_function=ribonucleoside-diphosphate reductase activity%2C thioredoxin disulfide as acceptor|0004748||IEA,ATP binding|0005524||IEA;go_process=DNA replication|0006260||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009885768.1;locus_tag=pgaptmp_000714;product=class 1b ribonucleoside-diphosphate reductase subunit alpha;protein_id=extdb:pgaptmp_000714;transl_table=4,,,,,
Contig_7_121.127,.,gene,21134,21436,.,+,.,ID=gene-pgaptmp_000715;Name=rplU;gbkey=Gene;gene=rplU;gene_biotype=protein_coding;locus_tag=pgaptmp_000715,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,21134,21436,.,+,0,ID=cds-pgaptmp_000715;Parent=gene-pgaptmp_000715;Name=extdb:pgaptmp_000715;Ontology_term=GO:0006412,GO:0003735,GO:0000311,GO:0022625;gbkey=CDS;gene=rplU;go_component=plastid large ribosomal subunit|0000311||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874681.1;locus_tag=pgaptmp_000715;product=50S ribosomal protein L21;protein_id=extdb:pgaptmp_000715;transl_table=4,,,,
Contig_7_121.127,.,gene,21429,21731,.,+,.,ID=gene-pgaptmp_000716;Name=pgaptmp_000716;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000716,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,21429,21731,.,+,0,ID=cds-pgaptmp_000716;Parent=gene-pgaptmp_000716;Name=extdb:pgaptmp_000716;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532771.1;locus_tag=pgaptmp_000716;product=ribosomal-processing cysteine protease Prp;protein_id=extdb:pgaptmp_000716;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,21742,22038,.,+,.,ID=gene-pgaptmp_000717;Name=rpmA;gbkey=Gene;gene=rpmA;gene_biotype=protein_coding;locus_tag=pgaptmp_000717,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,21742,22038,.,+,0,ID=cds-pgaptmp_000717;Parent=gene-pgaptmp_000717;Name=extdb:pgaptmp_000717;Ontology_term=GO:0006412,GO:0003735,GO:0000315,GO:0022625;gbkey=CDS;gene=rpmA;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325462.1;locus_tag=pgaptmp_000717;product=50S ribosomal protein L27;protein_id=extdb:pgaptmp_000717;transl_table=4,,,,
Contig_7_121.127,.,gene,22031,22891,.,+,.,ID=gene-pgaptmp_000718;Name=pgaptmp_000718;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000718,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,22031,22891,.,+,0,ID=cds-pgaptmp_000718;Parent=gene-pgaptmp_000718;Name=extdb:pgaptmp_000718;Ontology_term=GO:0006281,GO:0003906;gbkey=CDS;go_function=DNA-(apurinic or apyrimidinic site) endonuclease activity|0003906||IEA;go_process=DNA repair|0006281||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874684.1;locus_tag=pgaptmp_000718;product=deoxyribonuclease IV;protein_id=extdb:pgaptmp_000718;transl_table=4,,,,,,,
Contig_7_121.127,.,gene,22845,23321,.,+,.,ID=gene-pgaptmp_000719;Name=pgaptmp_000719;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000719,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,22845,23321,.,+,0,ID=cds-pgaptmp_000719;Parent=gene-pgaptmp_000719;Name=extdb:pgaptmp_000719;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874685.1;locus_tag=pgaptmp_000719;product=transcriptional repressor;protein_id=extdb:pgaptmp_000719;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,23311,24195,.,+,.,ID=gene-pgaptmp_000720;Name=pgaptmp_000720;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000720,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,23311,24195,.,+,0,ID=cds-pgaptmp_000720;Parent=gene-pgaptmp_000720;Name=extdb:pgaptmp_000720;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874686.1;locus_tag=pgaptmp_000720;product=DUF3196 family protein;protein_id=extdb:pgaptmp_000720;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,24220,25554,.,+,.,ID=gene-pgaptmp_000721;Name=tig;gbkey=Gene;gene=tig;gene_biotype=protein_coding;locus_tag=pgaptmp_000721,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,24220,25554,.,+,0,ID=cds-pgaptmp_000721;Parent=gene-pgaptmp_000721;Name=extdb:pgaptmp_000721;Ontology_term=GO:0051083,GO:0003755,GO:0051082,GO:0005854;gbkey=CDS;gene=tig;go_component=nascent polypeptide-associated complex|0005854||IEA;go_function=peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,unfolded protein binding|0051082||IEA;go_process='de novo' cotranslational protein folding|0051083||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874687.1;locus_tag=pgaptmp_000721;product=trigger factor;protein_id=extdb:pgaptmp_000721;transl_table=4,,,,
Contig_7_121.127,.,gene,25625,28012,.,+,.,ID=gene-pgaptmp_000722;Name=lon;gbkey=Gene;gene=lon;gene_biotype=protein_coding;locus_tag=pgaptmp_000722,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,25625,28012,.,+,0,ID=cds-pgaptmp_000722;Parent=gene-pgaptmp_000722;Name=extdb:pgaptmp_000722;Ontology_term=GO:0006508,GO:0004252,GO:0005524,GO:0016887;gbkey=CDS;gene=lon;go_function=serine-type endopeptidase activity|0004252||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;go_process=proteolysis|0006508||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019830462.1;locus_tag=pgaptmp_000722;product=endopeptidase La;protein_id=extdb:pgaptmp_000722;transl_table=4,,,
Contig_7_121.127,.,gene,28207,30459,.,+,.,ID=gene-pgaptmp_000723;Name=pgaptmp_000723;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000723,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,28207,30459,.,+,0,ID=cds-pgaptmp_000723;Parent=gene-pgaptmp_000723;Name=extdb:pgaptmp_000723;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874689.1;locus_tag=pgaptmp_000723;product=ABC transporter permease;protein_id=extdb:pgaptmp_000723;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,30462,31442,.,+,.,ID=gene-pgaptmp_000724;Name=pgaptmp_000724;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000724,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,30462,31442,.,+,0,ID=cds-pgaptmp_000724;Parent=gene-pgaptmp_000724;Name=extdb:pgaptmp_000724;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325466.1;locus_tag=pgaptmp_000724;product=ABC transporter ATP-binding protein;protein_id=extdb:pgaptmp_000724;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,31429,33654,.,+,.,ID=gene-pgaptmp_000725;Name=pgaptmp_000725;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000725,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,31429,33654,.,+,0,ID=cds-pgaptmp_000725;Parent=gene-pgaptmp_000725;Name=extdb:pgaptmp_000725;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532905.1;locus_tag=pgaptmp_000725;product=ABC transporter permease;protein_id=extdb:pgaptmp_000725;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,33655,34704,.,-,.,ID=gene-pgaptmp_000726;Name=pgaptmp_000726;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000726,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,33655,34704,.,-,0,ID=cds-pgaptmp_000726;Parent=gene-pgaptmp_000726;Name=extdb:pgaptmp_000726;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574948.1;locus_tag=pgaptmp_000726;product=nicotinate-nucleotide adenylyltransferase;protein_id=extdb:pgaptmp_000726;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,34774,36639,.,+,.,ID=gene-pgaptmp_000727;Name=pgaptmp_000727;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000727,,,,,,,,
Contig_7_121.127,Protein Homology,CDS,34774,36639,.,+,0,ID=cds-pgaptmp_000727;Parent=gene-pgaptmp_000727;Name=extdb:pgaptmp_000727;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325469.1;locus_tag=pgaptmp_000727;product=hypothetical protein;protein_id=extdb:pgaptmp_000727;transl_table=4,,,,,,,,
Contig_7_121.127,.,gene,36642,38540,.,+,.,ID=gene-pgaptmp_000728;Name=pgaptmp_000728;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000728,,,,,,,,
